status,copyright,response.docs.abstract,response.docs.web_url,response.docs.snippet,response.docs.lead_paragraph,response.docs.source,response.docs.multimedia,response.docs.keywords,response.docs.pub_date,response.docs.document_type,response.docs.news_desk,response.docs.section_name,response.docs.type_of_material,response.docs._id,response.docs.word_count,response.docs.uri,response.docs.print_section,response.docs.print_page,response.docs.subsection_name,response.docs.headline.main,response.docs.headline.kicker,response.docs.headline.content_kicker,response.docs.headline.print_headline,response.docs.headline.name,response.docs.headline.seo,response.docs.headline.sub,response.docs.byline.original,response.docs.byline.person,response.docs.byline.organization,response.meta.hits,response.meta.offset,response.meta.time
OK,Copyright (c) 2024 The New York Times Company. All Rights Reserved.,The former House speaker suggested without offering evidence that some protesters calling for a cease-fire in Gaza had financial ties to Russia and Vladimir V. Putin.,https://www.nytimes.com/2024/01/28/us/politics/nancy-pelosi-fbi-russia-gaza-protesters.html,The former House speaker suggested without offering evidence that some protesters calling for a cease-fire in Gaza had financial ties to Russia and Vladimir V. Putin.,"Representative Nancy Pelosi, Democrat of California and the former House speaker, on Sunday called for the F.B.I. to investigate protesters demanding a cease-fire in the Israel-Hamas conflict, suggesting without evidence that some activists may have ties to Russia and President Vladimir V. Putin.",The New York Times,,,2024-01-28T23:40:18+0000,article,Washington,U.S.,News,nyt://article/00c4b543-2bf4-5f52-a3b8-75eaecb6444f,706,nyt://article/00c4b543-2bf4-5f52-a3b8-75eaecb6444f,NA,NA,Politics,Pelosi Wants F.B.I. to Investigate Pro-Palestinian Protesters,NA,NA,NA,NA,NA,NA,By Kayla Guo,,NA,150929,370,49
OK,Copyright (c) 2024 The New York Times Company. All Rights Reserved.,"The Seattle Symphony said it had tried to support its music director, Thomas Dausgaard. But their strained relations deteriorated during the pandemic.",https://www.nytimes.com/2022/01/11/arts/music/seattle-symphony-thomas-dausgaard.html,"The Seattle Symphony said it had tried to support its music director, Thomas Dausgaard. But their strained relations deteriorated during the pandemic.","On Christmas morning, at his seaside home near Copenhagen, the Danish conductor Thomas Dausgaard made a difficult decision: He would step down as the music director of the Seattle Symphony, effective immediately, more than a year before the end of his contract.",The New York Times,,,2022-01-11T16:35:09+0000,article,Culture,Arts,News,nyt://article/00c50b88-1033-5d84-b394-49cac9fb6964,1302,nyt://article/00c50b88-1033-5d84-b394-49cac9fb6964,C,1,Music,Seattle Maestro Resigns by Email and Says He Felt ‘Not Safe’,NA,NA,A Conductor Severs Ties With Seattle,NA,NA,NA,By Javier C. Hernández,,NA,150929,370,49
OK,Copyright (c) 2024 The New York Times Company. All Rights Reserved.,Teesta Setalvad was detained by an antiterrorism squad to face charges of fabricating evidence against Prime Minister Narendra Modi.,https://www.nytimes.com/2022/06/26/world/asia/india-activist-arrested-modi-gujarat-riots.html,Teesta Setalvad was detained by an antiterrorism squad to face charges of fabricating evidence against Prime Minister Narendra Modi.,"A prominent Indian human rights activist who spearheaded a campaign to hold officials responsible for deadly 2002 riots in the western state of Gujarat has been arrested and faces charges of fabricating evidence against the prime minister, Narendra Modi.",The New York Times,,,2022-06-26T17:38:47+0000,article,Foreign,World,News,nyt://article/00c60ac9-ce7e-5181-b892-b575d8a79569,665,nyt://article/00c60ac9-ce7e-5181-b892-b575d8a79569,A,11,Asia Pacific,Prominent Activist in India Arrested Over Crusade Against Modi in Deadly Riots,NA,NA,India Accuses  Rights Leader Of Falsifying  Data on Modi,NA,NA,NA,By Sameer Yasir,,NA,150929,370,49
OK,Copyright (c) 2024 The New York Times Company. All Rights Reserved.,"A lifelong champion of the plena genre, he helped rejuvenate it for a new generation both in Puerto Rico and in New York.",https://www.nytimes.com/2022/01/29/arts/music/hector-tito-matos-dead.html,"A lifelong champion of the plena genre, he helped rejuvenate it for a new generation both in Puerto Rico and in New York.","Tito Matos, a master percussionist, revered educator and lifelong champion of the Puerto Rican style of music known as plena, died on Jan. 18 in San Juan, P.R. He was 53.",The New York Times,,,2022-01-29T19:31:07+0000,article,Obits,Arts,Obituary (Obit),nyt://article/00c6454e-8816-54aa-9b9e-7f785dd53fb4,900,nyt://article/00c6454e-8816-54aa-9b9e-7f785dd53fb4,B,11,Music,"Tito Matos, Virtuoso of a Puerto Rican Sound, Dies at 53",NA,NA,"Tito Matos, 53, Who Helped Revive  Street-Corner Sound of Puerto Rico",NA,NA,NA,By Isabelia Herrera,,NA,150929,370,49
OK,Copyright (c) 2024 The New York Times Company. All Rights Reserved.,Eric Adams gives new meaning to the concept of the frequent-flier program.,https://www.nytimes.com/2024/09/30/opinion/eric-adams-kamala-harris.html,Eric Adams gives new meaning to the concept of the frequent-flier program.,"Gail Collins: Well, Bret, the mayor of New York is certainly in a ton of trouble. Any thoughts? I couldn’t help noticing that a lot of Eric Adams’s misdeeds seem to involve him getting cushy flights to places like Turkey and Sri Lanka. Remembering the scandal over Justice Clarence Thomas’s super-luxe flights in a plane belonging to a billionaire named Harlan Crow.",The New York Times,,,2024-09-30T09:07:34+0000,article,OpEd,Opinion,Op-Ed,nyt://article/00c6711b-8dd9-5756-9122-c9899f393d94,1609,nyt://article/00c6711b-8dd9-5756-9122-c9899f393d94,A,22,NA,Nothing to See Here but Upgrades,The Conversation,NA,Eric Adams Gives New Meaning to ‘Frequent-Flier Program’,NA,NA,NA,By Gail Collins and Bret Stephens,,NA,150929,370,49
OK,Copyright (c) 2024 The New York Times Company. All Rights Reserved.,"Long after a car accident left him in a minimally conscious state in 1984, he woke up one day and said, “Mom.” Then he kept talking.",https://www.nytimes.com/2022/04/05/science/terry-wallis-dead.html,"Long after a car accident left him in a minimally conscious state in 1984, he woke up one day and said, “Mom.” Then he kept talking.","Terry Wallis, who spontaneously regained his ability to speak after a traumatic brain injury left him virtually unresponsive for 19 years, and who then became a subject of a major study that showed how a damaged brain could heal itself, died on March 29 in a rehabilitation facility in Searcy, Ark. He was 57.",The New York Times,,,2022-04-05T21:02:48+0000,article,Obits,Science,Obituary (Obit),nyt://article/00c68c18-cf76-5230-a1d8-585346022cd7,809,nyt://article/00c68c18-cf76-5230-a1d8-585346022cd7,A,20,NA,"Terry Wallis, 57, Dies; Awoke 19 Years After a Traumatic Brain Injury",NA,NA,"Terry Wallis, 57, Brain Injury ‘Unicorn’  Who Awoke 19 Years After an Accident",NA,NA,NA,By Richard Sandomir,,NA,150929,370,49
OK,Copyright (c) 2024 The New York Times Company. All Rights Reserved.,"Quotation of the Day for Tuesday, September 19, 2023.",https://www.nytimes.com/2023/09/19/pageoneplus/quotation-of-the-day-shiny-towers-an-island-and-a-beach-too.html,"Quotation of the Day for Tuesday, September 19, 2023.",“It’s like they said: ‘Build the park and development will follow.’”,The New York Times,,,2023-09-19T07:47:28+0000,article,Summary,Corrections,News,nyt://article/00c6d799-9e71-582b-8e30-6946dbb360da,45,nyt://article/00c6d799-9e71-582b-8e30-6946dbb360da,A,2,NA,"Quotation of the Day: Shiny Towers, an Island and a Beach, Too",NA,NA,Quote of the Day,NA,NA,NA,NA,,NA,150929,370,49
OK,Copyright (c) 2024 The New York Times Company. All Rights Reserved.,"At some point, toeing the line can’t excuse sketchy, creepy, violent and possibly illegal behavior.",https://www.nytimes.com/2022/07/31/opinion/missouri-senate-eric-greitens.html,"At some point, toeing the line can’t excuse sketchy, creepy, violent and possibly illegal behavior.","On Tuesday, Republican voters in Missouri will send a signal to G.O.P. leaders nationwide about what they will and won’t accept in a top candidate in the party’s current, Trumpian era: Namely, do they want a Senate nominee who exists in a perpetual swirl of scandal, including fresh accusations of domestic violence?",The New York Times,,,2022-07-31T10:00:06+0000,article,Editorial,Opinion,Op-Ed,nyt://article/00c7696e-8812-53be-a7b8-5aadbb8baf9b,1195,nyt://article/00c7696e-8812-53be-a7b8-5aadbb8baf9b,A,18,NA,Eric Greitens May Just Get What He Deserves,michelle cottle,NA,Maybe There Is a Limit to Political Grievance Peddling,NA,NA,NA,By Michelle Cottle,,NA,150929,370,49
OK,Copyright (c) 2024 The New York Times Company. All Rights Reserved.,"A new production of Matthew López’s seven-hour play was among 10 shows chosen for Theatertreffen, a celebration of the best theater from Germany, Austria and Switzerland.",https://www.nytimes.com/2023/05/25/theater/theatertreffen-berlin-the-inheritance.html,"A new production of Matthew López’s seven-hour play was among 10 shows chosen for Theatertreffen, a celebration of the best theater from Germany, Austria and Switzerland.","Midway through Matthew López’s “The Inheritance,” a character lashes out at E.M. Forster, the British author of “Howards End,” who appears as a spiritual guru to the play’s protagonists.",The New York Times,,,2023-05-25T13:53:04+0000,article,Culture,Theater,Review,nyt://article/00c7d601-3792-58a0-90ca-30538e4f5107,1089,nyt://article/00c7d601-3792-58a0-90ca-30538e4f5107,NA,NA,NA,‘The Inheritance’ Arrives at a Festival of German Drama,Critic’s Notebook,NA,NA,NA,NA,NA,By A.J. Goldmann,,NA,150929,370,49
OK,Copyright (c) 2024 The New York Times Company. All Rights Reserved.,Our columnist reviews the day’s puzzle. Warning: Contains spoilers!,https://www.nytimes.com/2023/06/14/crosswords/wordle-review-answer-725.html,Our columnist reviews the day’s puzzle. Warning: Contains spoilers!,"Welcome to The Wordle Review. Be warned: This article contains spoilers for today’s puzzle. Solve Wordle first, or scroll at your own risk.",The New York Times,,,2023-06-14T07:00:03+0000,article,Games,Crosswords & Games,News,nyt://article/00c95632-b559-5859-9ce8-ab13df02b1e0,422,nyt://article/00c95632-b559-5859-9ce8-ab13df02b1e0,NA,NA,NA,Today’s Wordle Review,NA,NA,NA,NA,NA,NA,By Elie Levine,,NA,150929,370,49
OK,Copyright (c) 2024 The New York Times Company. All Rights Reserved.,"Voters in red and blue states supported abortion rights, but the movement’s winning streak came to an end.",https://www.nytimes.com/2024/11/12/podcasts/the-daily/abortion-rights-election.html,"Voters in red and blue states supported abortion rights, but the movement’s winning streak came to an end.","Last Tuesday, voters across the country approved measures to protect abortion rights, while rejecting the presidential candidate who claimed to champion those same rights.",The New York Times,,,2024-11-12T11:00:16+0000,article,Podcasts,Podcasts,News,nyt://article/00c96d3b-6931-515f-a434-c318679ca6cf,360,nyt://article/00c96d3b-6931-515f-a434-c318679ca6cf,NA,NA,The Daily,Why Abortion Rights Won Even as Kamala Harris Lost,NA,NA,NA,NA,NA,NA,"By Michael Barbaro, Kate Zernike, Asthaa Chaturvedi, Carlos Prieto, M.J. Davis Lin, Elisheba Ittoop, Pat McCusker, Dan Powell and Chris Wood",,NA,150929,380,41
OK,Copyright (c) 2024 The New York Times Company. All Rights Reserved.,"Scroll down for hints and conversation about the puzzle for Nov. 22, 2024.",https://www.nytimes.com/2024/11/21/crosswords/wordle-review-1252.html,"Scroll down for hints and conversation about the puzzle for Nov. 22, 2024.","Welcome to The Wordle Review. Be warned: This page contains spoilers for today’s puzzle. Solve Wordle first, or scroll at your own risk.",The New York Times,,,2024-11-21T11:00:03+0000,article,Games,Crosswords & Games,News,nyt://article/00c9b07b-9979-59f9-8f45-edfa23700e87,436,nyt://article/00c9b07b-9979-59f9-8f45-edfa23700e87,NA,NA,NA,"Wordle Review No. 1,252",NA,NA,NA,NA,NA,NA,By New York Times Games,,The New York Times,150929,380,41
OK,Copyright (c) 2024 The New York Times Company. All Rights Reserved.,These simple and proven strategies will help you manage stress and find meaning in the new year.,https://www.nytimes.com/2023/12/28/well/mind/mental-health-stress-management.html,These simple and proven strategies will help you manage stress and find meaning in the new year.,"Since the height of the pandemic, there has been a cultural shift in the way we talk about mental health. It’s as though the years of isolation and uncertainty helped us understand how vital our emotional needs were to our overall well-being.",The New York Times,,,2023-12-28T10:00:26+0000,article,Well,Well,News,nyt://article/00c9b7ec-7339-5264-a639-5c6cbed4e1d9,1131,nyt://article/00c9b7ec-7339-5264-a639-5c6cbed4e1d9,D,7,Mind,10 Ways to Support Your Mental Health in 2024,NA,NA,Resolve to Nurture Your Mental Health,NA,NA,NA,By Christina Caron and Dana G. Smith,,NA,150929,380,41
OK,Copyright (c) 2024 The New York Times Company. All Rights Reserved.,"Sara Jane Ho offers practical manners for a new, global world.",https://www.nytimes.com/2023/01/02/style/the-etiquette-guru-who-broke-up-with-a-boyfriend-over-text.html,"Sara Jane Ho offers practical manners for a new, global world.","On the ninth day of filming Netflix’s “Mind Your Manners,” the show’s host, the Shanghai etiquette teacher Sara Jane Ho, dumped her on-again-off-again boyfriend of four years in a text message. Ms. Ho, a preternaturally poised 37-year-old who grew up on four continents and can eat a sunny-side-up egg without spilling a single drop of yolk, was in a car outside Sydney, Australia, in late 2021, on her way to perform a “Pygmalion”-style makeover for a party girl named Stephanie Osifo.",The New York Times,,,2023-01-02T10:00:14+0000,article,Styles,Style,News,nyt://article/00c9cba1-4e84-5f3f-bb42-56604dee1390,1753,nyt://article/00c9cba1-4e84-5f3f-bb42-56604dee1390,D,1,NA,The Etiquette Guru Who Broke Up With a Boyfriend Over Text,NA,NA,Emily Post With a Touch of Raunch,NA,NA,NA,By Maureen O'Connor,,NA,150929,380,41
